run_id,track,env_id,algorithm,setting_name,seed,total_timesteps,eval_freq,n_eval_episodes_train,n_eval_episodes_final,policy,use_vecnormalize,normalize_obs,normalize_reward,hyperparams_json,status,start_time,end_time,wall_clock_seconds,device,python_version,gymnasium_version,mujoco_version,stable_baselines3_version,sb3_contrib_version,torch_version,cuda_available,gpu_name,git_commit,model_path,tensorboard_path,train_eval_csv_path,final_eval_csv_path,notes
Hopper-v5__DDPG__legacy_1m__sb3default__seed5__steps1000000,legacy_1m,Hopper-v5,DDPG,sb3default,5,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,315.9,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__DDPG__seed05__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__DDPG__diagnostic_250k__sb3default__seed4__steps250000,diagnostic_250k,Hopper-v5,DDPG,sb3default,4,250000,12500.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,0.0,cpu,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__DDPG__seed04__steps250000.zip,,,,Pre-existing diagnostic_250k run cataloged by NB08
Hopper-v5__DDPG__legacy_1m__sb3default__seed4__steps1000000,legacy_1m,Hopper-v5,DDPG,sb3default,4,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,326.0,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__DDPG__seed04__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__DDPG__diagnostic_250k__sb3default__seed3__steps250000,diagnostic_250k,Hopper-v5,DDPG,sb3default,3,250000,12500.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,0.0,cpu,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__DDPG__seed03__steps250000.zip,,,,Pre-existing diagnostic_250k run cataloged by NB08
Hopper-v5__DDPG__legacy_1m__sb3default__seed3__steps1000000,legacy_1m,Hopper-v5,DDPG,sb3default,3,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,321.83,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__DDPG__seed03__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__DDPG__diagnostic_250k__sb3default__seed2__steps250000,diagnostic_250k,Hopper-v5,DDPG,sb3default,2,250000,12500.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,0.0,cpu,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__DDPG__seed02__steps250000.zip,,,,Pre-existing diagnostic_250k run cataloged by NB08
Hopper-v5__DDPG__legacy_1m__sb3default__seed2__steps1000000,legacy_1m,Hopper-v5,DDPG,sb3default,2,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,325.46,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__DDPG__seed02__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__DDPG__diagnostic_250k__sb3default__seed1__steps250000,diagnostic_250k,Hopper-v5,DDPG,sb3default,1,250000,12500.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,0.0,cpu,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__DDPG__seed01__steps250000.zip,,,,Pre-existing diagnostic_250k run cataloged by NB08
Hopper-v5__SAC__legacy_1m__sb3default__seed9__steps1000000,legacy_1m,Hopper-v5,SAC,sb3default,9,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,656.75,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__SAC__seed09__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__TQC__legacy_1m__sb3default__seed0__steps1000000,legacy_1m,Hopper-v5,TQC,sb3default,0,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,476.72,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__TQC__seed00__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__PPO__legacy_1m__sb3default__seed7__steps1000000,legacy_1m,Hopper-v5,PPO,sb3default,7,1000000,25000.0,10.0,10.0,MlpPolicy,True,True,True,{},complete,,,1485.31,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__PPO__seed07__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__PPO__legacy_1m__sb3default__seed6__steps1000000,legacy_1m,Hopper-v5,PPO,sb3default,6,1000000,25000.0,10.0,10.0,MlpPolicy,True,True,True,{},complete,,,1188.5,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__PPO__seed06__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__PPO__legacy_1m__sb3default__seed5__steps1000000,legacy_1m,Hopper-v5,PPO,sb3default,5,1000000,25000.0,10.0,10.0,MlpPolicy,True,True,True,{},complete,,,1183.15,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__PPO__seed05__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__PPO__diagnostic_250k__sb3default__seed4__steps250000,diagnostic_250k,Hopper-v5,PPO,sb3default,4,250000,12500.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,0.0,cpu,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__PPO__seed04__steps250000.zip,,,,Pre-existing diagnostic_250k run cataloged by NB08
Hopper-v5__SAC__diagnostic_250k__sb3default__seed1__steps250000,diagnostic_250k,Hopper-v5,SAC,sb3default,1,250000,12500.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,0.0,cpu,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__SAC__seed01__steps250000.zip,,,,Pre-existing diagnostic_250k run cataloged by NB08
Hopper-v5__SAC__legacy_1m__sb3default__seed1__steps1000000,legacy_1m,Hopper-v5,SAC,sb3default,1,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,604.34,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__SAC__seed01__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__SAC__diagnostic_250k__sb3default__seed0__steps250000,diagnostic_250k,Hopper-v5,SAC,sb3default,0,250000,12500.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,0.0,cpu,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__SAC__seed00__steps250000.zip,,,,Pre-existing diagnostic_250k run cataloged by NB08
Hopper-v5__SAC__legacy_1m__sb3default__seed0__steps1000000,legacy_1m,Hopper-v5,SAC,sb3default,0,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,600.5,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__SAC__seed00__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__PPO__legacy_1m__sb3default__seed9__steps1000000,legacy_1m,Hopper-v5,PPO,sb3default,9,1000000,25000.0,10.0,10.0,MlpPolicy,True,True,True,{},complete,,,1168.88,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__PPO__seed09__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Walker2d-v5__PPO__legacy_1m__sb3default__seed6__steps1000000,legacy_1m,Walker2d-v5,PPO,sb3default,6,1000000,25000.0,10.0,10.0,MlpPolicy,True,True,True,{},complete,,,1258.02,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Walker2d-v5\Walker2d-v5__PPO__seed06__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Walker2d-v5__DDPG__diagnostic_250k__sb3default__seed1__steps250000,diagnostic_250k,Walker2d-v5,DDPG,sb3default,1,250000,12500.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,0.0,cpu,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Walker2d-v5\Walker2d-v5__DDPG__seed01__steps250000.zip,,,,Pre-existing diagnostic_250k run cataloged by NB08
Hopper-v5__PPO__diagnostic_250k__sb3default__seed3__steps250000,diagnostic_250k,Hopper-v5,PPO,sb3default,3,250000,12500.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,0.0,cpu,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__PPO__seed03__steps250000.zip,,,,Pre-existing diagnostic_250k run cataloged by NB08
Hopper-v5__PPO__legacy_1m__sb3default__seed3__steps1000000,legacy_1m,Hopper-v5,PPO,sb3default,3,1000000,25000.0,10.0,10.0,MlpPolicy,True,True,True,{},complete,,,1175.07,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__PPO__seed03__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__PPO__diagnostic_250k__sb3default__seed2__steps250000,diagnostic_250k,Hopper-v5,PPO,sb3default,2,250000,12500.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,0.0,cpu,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__PPO__seed02__steps250000.zip,,,,Pre-existing diagnostic_250k run cataloged by NB08
Hopper-v5__PPO__legacy_1m__sb3default__seed2__steps1000000,legacy_1m,Hopper-v5,PPO,sb3default,2,1000000,25000.0,10.0,10.0,MlpPolicy,True,True,True,{},complete,,,1202.37,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__PPO__seed02__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__PPO__diagnostic_250k__sb3default__seed1__steps250000,diagnostic_250k,Hopper-v5,PPO,sb3default,1,250000,12500.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,0.0,cpu,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__PPO__seed01__steps250000.zip,,,,Pre-existing diagnostic_250k run cataloged by NB08
Hopper-v5__PPO__legacy_1m__sb3default__seed1__steps1000000,legacy_1m,Hopper-v5,PPO,sb3default,1,1000000,25000.0,10.0,10.0,MlpPolicy,True,True,True,{},complete,,,1194.06,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__PPO__seed01__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__PPO__diagnostic_500k__sb3default__seed0__steps500000,diagnostic_500k,Hopper-v5,PPO,sb3default,0,500000,12500.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,0.0,cpu,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__PPO__seed00__steps500000.zip,,,,Pre-existing diagnostic_500k run cataloged by NB08
Hopper-v5__PPO__diagnostic_250k__sb3default__seed0__steps250000,diagnostic_250k,Hopper-v5,PPO,sb3default,0,250000,12500.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,0.0,cpu,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__PPO__seed00__steps250000.zip,,,,Pre-existing diagnostic_250k run cataloged by NB08
Hopper-v5__PPO__legacy_1m__sb3default__seed0__steps1000000,legacy_1m,Hopper-v5,PPO,sb3default,0,1000000,25000.0,10.0,10.0,MlpPolicy,True,True,True,{},complete,,,1331.79,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__PPO__seed00__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__PPO__tuned_1m__vecnorm_large__seed1__steps1000000,tuned_1m,Hopper-v5,PPO,vecnorm_large,1,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\Hopper-v5__PPO__tuned_1m__vecnorm_large__seed1__steps1000000.zip,,,,reconciled
Hopper-v5__PPO__tuned_1m__vecnorm_large__seed0__steps1000000,tuned_1m,Hopper-v5,PPO,vecnorm_large,0,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\Hopper-v5__PPO__tuned_1m__vecnorm_large__seed0__steps1000000.zip,,,,reconciled
HalfCheetah-v5__PPO__tuned_1m__vecnorm_large__seed2__steps1000000,tuned_1m,HalfCheetah-v5,PPO,vecnorm_large,2,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\HalfCheetah-v5__PPO__tuned_1m__vecnorm_large__seed2__steps1000000.zip,,,,reconciled
HalfCheetah-v5__PPO__tuned_1m__vecnorm_large__seed1__steps1000000,tuned_1m,HalfCheetah-v5,PPO,vecnorm_large,1,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\HalfCheetah-v5__PPO__tuned_1m__vecnorm_large__seed1__steps1000000.zip,,,,reconciled
HalfCheetah-v5__PPO__tuned_1m__vecnorm_large__seed0__steps1000000,tuned_1m,HalfCheetah-v5,PPO,vecnorm_large,0,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\HalfCheetah-v5__PPO__tuned_1m__vecnorm_large__seed0__steps1000000.zip,,,,reconciled
Hopper-v5__TQC__tuned_screen__drop2_critics2__seed0__steps300000,tuned_screen,Hopper-v5,TQC,drop2_critics2,0,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\Hopper-v5__TQC__tuned_screen__drop2_critics2__seed0__steps300000.zip,,,,reconciled
Hopper-v5__SAC__legacy_1m__sb3default__seed8__steps1000000,legacy_1m,Hopper-v5,SAC,sb3default,8,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,580.01,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__SAC__seed08__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__SAC__legacy_1m__sb3default__seed7__steps1000000,legacy_1m,Hopper-v5,SAC,sb3default,7,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,575.67,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__SAC__seed07__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__SAC__legacy_1m__sb3default__seed6__steps1000000,legacy_1m,Hopper-v5,SAC,sb3default,6,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,603.62,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__SAC__seed06__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__SAC__legacy_1m__sb3default__seed5__steps1000000,legacy_1m,Hopper-v5,SAC,sb3default,5,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,591.69,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__SAC__seed05__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__SAC__diagnostic_250k__sb3default__seed4__steps250000,diagnostic_250k,Hopper-v5,SAC,sb3default,4,250000,12500.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,0.0,cpu,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__SAC__seed04__steps250000.zip,,,,Pre-existing diagnostic_250k run cataloged by NB08
Hopper-v5__SAC__legacy_1m__sb3default__seed4__steps1000000,legacy_1m,Hopper-v5,SAC,sb3default,4,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,592.11,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__SAC__seed04__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__SAC__diagnostic_250k__sb3default__seed3__steps250000,diagnostic_250k,Hopper-v5,SAC,sb3default,3,250000,12500.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,0.0,cpu,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__SAC__seed03__steps250000.zip,,,,Pre-existing diagnostic_250k run cataloged by NB08
Hopper-v5__SAC__legacy_1m__sb3default__seed3__steps1000000,legacy_1m,Hopper-v5,SAC,sb3default,3,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,598.66,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__SAC__seed03__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
Hopper-v5__SAC__diagnostic_250k__sb3default__seed2__steps250000,diagnostic_250k,Hopper-v5,SAC,sb3default,2,250000,12500.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,0.0,cpu,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__SAC__seed02__steps250000.zip,,,,Pre-existing diagnostic_250k run cataloged by NB08
Hopper-v5__SAC__legacy_1m__sb3default__seed2__steps1000000,legacy_1m,Hopper-v5,SAC,sb3default,2,1000000,25000.0,10.0,10.0,MlpPolicy,False,False,False,{},complete,,,621.03,cuda,3.10.20,1.3.0,3.10.0,2.9.0,2.9.0,2.12.1+cu126,True,NVIDIA RTX 5000 Ada Generation,,D:\MuJoCo_RL_Project\models\Hopper-v5\Hopper-v5__SAC__seed02__steps1000000.zip,,,,Pre-existing legacy_1m run cataloged by NB08
HalfCheetah-v5__TQC__tuned_screen__drop2_critics2__seed1__steps300000,tuned_screen,HalfCheetah-v5,TQC,drop2_critics2,1,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\HalfCheetah-v5__TQC__tuned_screen__drop2_critics2__seed1__steps300000.zip,,,,reconciled
HalfCheetah-v5__TQC__tuned_screen__drop2_critics2__seed0__steps300000,tuned_screen,HalfCheetah-v5,TQC,drop2_critics2,0,300000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_screen\HalfCheetah-v5__TQC__tuned_screen__drop2_critics2__seed0__steps300000.zip,,,,reconciled
Walker2d-v5__TQC__default_1m__sb3default__seed2__steps1000000,default_1m,Walker2d-v5,TQC,sb3default,2,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\Walker2d-v5__TQC__default_1m__sb3default__seed2__steps1000000.zip,,,,reconciled
Hopper-v5__TQC__default_1m__sb3default__seed2__steps1000000,default_1m,Hopper-v5,TQC,sb3default,2,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\Hopper-v5__TQC__default_1m__sb3default__seed2__steps1000000.zip,,,,reconciled
Hopper-v5__TQC__default_1m__sb3default__seed1__steps1000000,default_1m,Hopper-v5,TQC,sb3default,1,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\Hopper-v5__TQC__default_1m__sb3default__seed1__steps1000000.zip,,,,reconciled
Hopper-v5__PPO__default_1m__sb3default__seed1__steps1000000,default_1m,Hopper-v5,PPO,sb3default,1,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\Hopper-v5__PPO__default_1m__sb3default__seed1__steps1000000.zip,,,,reconciled
Hopper-v5__DDPG__default_1m__sb3default__seed2__steps1000000,default_1m,Hopper-v5,DDPG,sb3default,2,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\Hopper-v5__DDPG__default_1m__sb3default__seed2__steps1000000.zip,,,,reconciled
Walker2d-v5__DDPG__default_1m__sb3default__seed0__steps1000000,default_1m,Walker2d-v5,DDPG,sb3default,0,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\Walker2d-v5__DDPG__default_1m__sb3default__seed0__steps1000000.zip,,,,reconciled
Walker2d-v5__DDPG__default_1m__sb3default__seed1__steps1000000,default_1m,Walker2d-v5,DDPG,sb3default,1,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\Walker2d-v5__DDPG__default_1m__sb3default__seed1__steps1000000.zip,,,,reconciled
Walker2d-v5__DDPG__default_1m__sb3default__seed2__steps1000000,default_1m,Walker2d-v5,DDPG,sb3default,2,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\Walker2d-v5__DDPG__default_1m__sb3default__seed2__steps1000000.zip,,,,reconciled
HalfCheetah-v5__TD3__default_1m__sb3default__seed1__steps1000000,default_1m,HalfCheetah-v5,TD3,sb3default,1,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\HalfCheetah-v5__TD3__default_1m__sb3default__seed1__steps1000000.zip,,,,reconciled
HalfCheetah-v5__TD3__default_1m__sb3default__seed2__steps1000000,default_1m,HalfCheetah-v5,TD3,sb3default,2,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\HalfCheetah-v5__TD3__default_1m__sb3default__seed2__steps1000000.zip,,,,reconciled
Hopper-v5__TD3__default_1m__sb3default__seed0__steps1000000,default_1m,Hopper-v5,TD3,sb3default,0,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\Hopper-v5__TD3__default_1m__sb3default__seed0__steps1000000.zip,,,,reconciled
Walker2d-v5__PPO__tuned_1m__vecnorm_large__seed1__steps1000000,tuned_1m,Walker2d-v5,PPO,vecnorm_large,1,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\Walker2d-v5__PPO__tuned_1m__vecnorm_large__seed1__steps1000000.zip,,,,reconciled
Walker2d-v5__PPO__tuned_1m__vecnorm_large__seed0__steps1000000,tuned_1m,Walker2d-v5,PPO,vecnorm_large,0,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\Walker2d-v5__PPO__tuned_1m__vecnorm_large__seed0__steps1000000.zip,,,,reconciled
Hopper-v5__PPO__tuned_1m__vecnorm_large__seed2__steps1000000,tuned_1m,Hopper-v5,PPO,vecnorm_large,2,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\tuned_1m\Hopper-v5__PPO__tuned_1m__vecnorm_large__seed2__steps1000000.zip,,,,reconciled
HalfCheetah-v5__TQC__default_1m__sb3default__seed2__steps1000000,default_1m,HalfCheetah-v5,TQC,sb3default,2,1000000,,,,,,,,,complete,,,,,,,,,,,,,,D:\MuJoCo_RL_Project\models\default_1m\HalfCheetah-v5__TQC__default_1m__sb3default__seed2__steps1000000.zip,,,,reconciled
